/Users/helena/metadata_exp/exp1groupBsub11,Task 6,439,98,18,642,54,20,45,45,0.42857143
/Users/helena/metadata_exp/exp1groupBsub11,Task 7,472,104,21,788,58,22,48,48,0.4117647
/Users/helena/metadata_exp/exp1groupBsub11,Fix tests fail from task 8,538,118,25,815,64,23,52,52,0.40983605
/Users/helena/metadata_exp/exp1groupBsub11,Task 9,602,137,25,944,70,24,52,52,0.37878788
/Users/helena/metadata_exp/exp1groupBsub11,Update esfinge metadata version to 1.5.7,655,150,26,1220,77,27,57,57,0.3611111
/Users/helena/metadata_exp/exp1groupBsub5,Task 1,159,23,7,17,16,4,8,8,0.7
/Users/helena/metadata_exp/exp1groupBsub5,Task 2,241,41,10,29,23,7,14,14,0.6666667
/Users/helena/metadata_exp/exp1groupBsub5,Task 3,342,65,15,55,30,9,19,19,0.75
/Users/helena/metadata_exp/exp1groupBsub5,Task 4,450,90,19,72,36,12,25,25,0.7037037
/Users/helena/metadata_exp/exp1groupBsub5,Task 5,604,112,27,125,50,19,44,42,0.7297297
/Users/helena/metadata_exp/exp1groupBsub5,Task 6,785,144,37,197,67,26,59,57,0.74
/Users/helena/metadata_exp/exp1groupBsub5,Task 7,871,157,41,256,74,28,65,63,0.68333334
/Users/helena/metadata_exp/exp1groupBsub5,Task 9,986,185,45,329,81,29,68,66,0.6
/Users/helena/metadata_exp/exp1groupBsub5,Task 10,1096,205,48,394,90,33,75,73,0.58536583
/Users/helena/metadata_exp/exp1groupBsub5,Task 8,1168,224,50,394,90,33,76,74,0.6097561
/Users/helena/metadata_exp/exp1groupBsub7,Task #1,125,19,8,15,16,4,7,7,0.72727275
/Users/helena/metadata_exp/exp1groupBsub7,Task #2,203,34,11,22,23,7,13,13,0.6875
/Users/helena/metadata_exp/exp1groupBsub7,Task #3,231,39,12,29,25,8,17,17,0.6
/Users/helena/metadata_exp/exp1groupBsub7,Task #4,345,72,16,45,33,12,24,24,0.5925926
/Users/helena/metadata_exp/exp1groupBsub7,Task #5,433,89,20,140,43,17,40,38,0.5714286
/Users/helena/metadata_exp/exp1groupBsub7,Task #6,521,106,24,235,53,22,52,50,0.53333336
/Users/helena/metadata_exp/exp1groupBsub7,Task #7,564,112,27,250,58,24,57,55,0.4909091
/Users/helena/metadata_exp/exp1groupBsub7,Task #8,686,137,34,320,74,31,68,66,0.5151515
/Users/helena/metadata_exp/exp1groupBsub7,Task #9,804,166,39,320,76,32,75,72,0.53424656
/Users/helena/metadata_exp/exp1groupBsub7,Task 10,896,183,43,359,86,37,85,81,0.5375
/Users/helena/metadata_exp/exp1groupBsub9,Task 1 (complete),181,32,8,26,22,7,13,13,0.72727275
/Users/helena/metadata_exp/exp1groupBsub9,Task 2,293,54,14,65,33,12,22,22,0.8235294
/Users/helena/metadata_exp/exp1groupBsub9,Task 3,321,59,16,72,35,13,27,27,0.7619048
/Users/helena/metadata_exp/exp1groupBsub9,Task 4,433,88,19,96,43,17,35,35,0.6785714
/Users/helena/metadata_exp/exp1groupBsub9,Task 5,552,106,29,192,55,22,55,54,0.7631579
/Users/helena/metadata_exp/exp1groupBsub9,Task 6,645,124,34,287,65,27,69,68,0.7083333
/Users/helena/metadata_exp/exp1groupBsub9,Task 7 (com correções),773,146,41,342,76,31,82,80,0.6721311
/Users/helena/metadata_exp/exp1groupBsub9,Task 8,918,172,46,401,90,37,92,90,0.6388889
/Users/helena/metadata_exp/exp1groupBsub9,Task 9,1038,195,52,435,95,39,101,97,0.65822786
/Users/helena/metadata_exp/exp1groupBsub9,Task 10,1149,216,56,482,105,44,110,106,0.6511628
